record_id,post_title,post_url,post_views
"rech6QlHeLMJfzMcR","📊 Did you know? ","https://x.com/iamfakhrealam/status/1893982393792438483",""
"recRNK8uFzb0iE4w5","This is MIND-BLOWING!","https://x.com/iamfakhrealam/status/1900131057552548348",""
"rect2CaG8oXFAcIu1","Turn your random thoughts into a killer presentation in seconds!","https://x.com/iamfakhrealam/status/1902724776822755702",""
"recDn3kGhFeKNS2fL","Back in 1987, PowerPoint was born.","https://x.com/iamfakhrealam/status/1910280078594056301",""
Forget Figma.","https://x.com/iamfakhrealam/status/1912169213374128147",""
"recwKdkZPZtvXpled","This is literally the end of PowerPoint.","https://x.com/iamfakhrealam/status/1921880880198676681",""
"recW5rYLXQsVKVcdW","https://x.com/iamfakhrealam/status/1927952336540127540","https://x.com/iamfakhrealam/status/1927952336540127540",""
"recYbWEgH6pb2vjFC","https://x.com/iamfakhrealam/status/1928682602686263494?s=46","https://x.com/iamfakhrealam/status/1928682602686263494?s=46",""
"recwvzBD3LlPD6OHB","https://x.com/iamfakhrealam/status/1933889049930170514","https://x.com/iamfakhrealam/status/1933889049930170514",""
"recqIPVuSJXujSvW1","Claude Sonnet 4 + Gamma = Productivity Hack","https://x.com/iamfakhrealam/status/1937501041064656927",""
"recNHdQ9WdnklAjQI","https://x.com/iamfakhrealam/status/1940093729689542724","https://x.com/iamfakhrealam/status/1940093729689542724",""
"recS7ucaznjSWf6Gl","Chrome feels like 2010...","https://x.com/iamfakhrealam/status/1948779907892609240",""
@MeetGamma!","https://x.com/iamjordan/status/1857703379398529412",""
"recqn9oWM5OcY927N","PowerPoint is the past. Gamma is the future.","https://x.com/iamjordan/status/1858782871055724793",""
"rec9KpnM9VPE6JACA","120 Mind-Blowing AI Tools:","https://x.com/iamjordan/status/1881990486682210500",""
"recLEwXFloTgtq6G7","Forget WordPress, Webflow, and Squarespace.  They’re old news.","https://x.com/iamjordan/status/1884151079329489253",""
"rec2ifpPFSgvou1zd","Want to make $1,500/Day as a freelancer?","https://x.com/iamjordan/status/1893265258980221110",""
"rece6h5xVZVYc2Gjw","20 AI tools to finish hours of work in minutes:","https://x.com/iamjordan/status/1894672153725096211",""
"recvVZYsErbrSsJUL","Say goodbye to relying on one income stream.","https://x.com/iamjordan/status/1895814023830258032",""
"rec9asMv9xT2Rwlrf","Tired of wasting hours on ugly slides?","https://x.com/iamjordan/status/1912166410610155977",""
"reckIfo4vRDLDEEl1","Nobody cares how “clean” your PowerPoint looks.","https://x.com/iamjordan/status/1915701936743141769",""
"recV4FCeOni46gZbY","This might actually be the end of PowerPoint.","https://x.com/iamjordan/status/1922692337656123566",""
"recPKS8pydJ5DfMIg","Still wasting hours (and $$$) on Canva or overpriced freelancers?","https://x.com/iamjordan/status/1923394123354267885",""
"reczDKjle6GvvWCPo","He’s closing $1M+ deals like clockwork… using AI agents.","https://x.com/iamjordan/status/1928545678189298016",""
"recvpbucQHllAAXGk","Tired of living paycheck to paycheck?","https://x.com/iamjordan/status/1935704956696473912",""
"recqht9eKbhUnHiV7","PowerPoint is officially on life support.","https://x.com/iamjordan/status/1937458630154154486",""
"recpjmUduHG9zS1xj","🚨 BREAKING: A new AI browser just dropped.","https://x.com/iamjordan/status/1947347100607647789",""
"rec4WyjwCL33ahK7n","Imagine building an AI app...","https://x.com/iamjordan/status/1948748781744508978",""
","https://x.com/iamshackelford/status/1932905743944200274",""
"recbdddBh3CO9Ytxi","Ihtesham single post","https://x.com/ihteshamit/status/1862511025578549527",""
"recvcxa3QzAnplLim","45% of employees say creating presentations is their biggest time-waster.","https://x.com/ihteshamit/status/1880230960089952586",""
"rec9tXVHesmxeSaC3","Say goodbye to boring presentations.","https://x.com/ihteshamit/status/1882843307212177808",""
"recI4Gdy9cZq3yDhL","How to make your first dollar using ChatGPT and Gamma:","https://x.com/ihteshamit/status/1891864720782880835",""
"rec86Lanix7k3x2JE","Stop using ChatGPT for everything.","https://x.com/ihteshamit/status/1893345780938805272",""
"recbEPBKw7GfbA6a5","AI won’t replace you. But people using AI will.","https://x.com/ihteshamit/status/1895424858135355866",""
"recFBa7FWOwBvZHBJ","This AI is so fast, it’s scary.","https://x.com/ihteshamit/status/1905667410440647132",""
"recK4GxAH7JwksaGt","Launch post","https://x.com/ihteshamit/status/1907486574314451027",""
"recEwl9W9n07Fayci","🚨 Gamma 2.0 just dropped and it's an absolute game-changer.","https://x.com/ihteshamit/status/1912475348803224019",""
"recvBHUSgTp5mXn9t","🚨 Powerpoint is outdated.","https://x.com/ihteshamit/status/1915003032074608764",""
6 wild examples 👇","https://x.com/ihteshamit/status/1940804522693349745",""
"rece6sDpbT4dUHH4p","This is mind blowing 🤯","https://x.com/ihteshamit/status/1947708953896615959",""
"rec5I8NjhWMUfQJmm","Startup playbook for 2025:","https://x.com/ihteshamit/status/1948428102436278538",""
"recN7zfcMDer5Wxoz","Perplexity is cool.","https://x.com/ihteshamit/status/1948825154148336124",""
"recWLjC5wUXPFIhEe","🚨 BREAKING: Gamma just rolled out 3.0, their most ambitious release yet.","https://x.com/ihteshamit/status/1968006444164563128",""
"recUGKTwQsrhD94WQ","India Tales","https://x.com/IndiaTales7/status/1883191021917593887",""
Its construction is regarded as one of the largest and most complex engineering projects in history.","https://x.com/indiatales7/status/1897186229294436757?s=46",""
1. Castle of Vezio, Italy 🇮🇹","https://x.com/indiatales7/status/1906188685089153314?s=46",""
Open the Thread and Be Amazed🧵","https://x.com/indiatales7/status/1906668545603440927?s=46",""
1. The Interlace, Singapore.🇸🇬","https://x.com/indiatales7/status/1923386031031611820?s=46",""
"reczNzDVZrWR6YNil","Thread of stunning archeological discoveries.🧵","https://x.com/indiatales7/status/1924099173613191617?s=46",""
"recLPxVI7tVec3uXj","GAMMA POST MENTION","https://x.com/j0afelix/status/1846530350400348607",""
"recIVJBQAvTJbjLk0","Most people suck at presentation creation.","https://x.com/JafarNajafov/status/1882006542985384363",""
"recGoJf8blk03LVnM","90% of presentations fail before the speaker even says a word.","https://x.com/JafarNajafov/status/1885927667016544501",""
"rececSVWMCWNUPhJX","You’ll never design a presentation manually again.","https://x.com/JafarNajafov/status/1891480935138574702",""
"recEivQnVA8h7ARlB","Side hustles are underrated.","https://x.com/JafarNajafov/status/1892587140061749460",""
6 wild examples 👇","https://x.com/JafarNajafov/status/1940709882870812894",""
"recOykFkTZt9vopix","🚨 BREAKING: The world’s first vibe-coding community is here.","https://x.com/JafarNajafov/status/1947709172734431318",""
"recy1b0ZlBXjfMAkI","BREAKING: The first AI-native browser is here","https://x.com/JafarNajafov/status/1948827092382351416",""
"recXBnUxpnidhj8mi","50+ AI Tools to get ahead of 99% of people:","https://x.com/JaynitMakwana/status/1883426850749465055",""
"recMfhNKoBAGYm5rW","It used to take me 6+ hours to build a landing page.","https://x.com/JaynitMakwana/status/1884180387594707120",""
"recMjDG1QZo57D8Mf","Why spend hours making slides?","https://x.com/JaynitMakwana/status/1902268380490690721",""
"recJCiMGclogMzNhN","This AI tool lets you build a stunning doc, website, or deck in under 60 seconds.","https://x.com/JaynitMakwana/status/1904467839467373049",""
"recQtInyTUXu1GsYW","Gamma just killed 3 tools in one update:","https://x.com/JaynitMakwana/status/1912159680618516574",""
"recmW4UArq09d8MlT","Gamma 2.0 just changed the game.","https://x.com/JaynitMakwana/status/1922560208443785444",""
Perfect for creators, founders, and marketers.","https://x.com/jaynitmakwana/status/1925824029610455189?s=46",""
AI agents are no longer optional.","https://x.com/JaynitMakwana/status/1928528418976457175",""
And nine times out of ten, the output looks better than what you'd make manually.","https://x.com/JaynitMakwana/status/1937060536740425828",""
Here's how to use it (step-by-step guide):","https://x.com/jaynitmakwana/status/1940093124409532752?s=46",""
"recGGKiMBNMHQ6EFn","🚨BREAKING: The first social media for coders is here.","https://x.com/JaynitMakwana/status/1948773727241732341",""
"recX1vldGgdcbYC2O","Jihad + Humwork+ Amplification X","https://x.com/jihad_sameul/status/2044453508444000623",""
"recjyNwP0UMDOpC7q","Jihad + Base44+ Amplification X","https://x.com/jihad_sameul/status/2045159181192487309",""
"recvt6igmLE9S3IVa","Johnn + Humwork+ Amplification X","https://x.com/john_my07/status/2044449956027900177?s=20",""
"recibI9dD7vdzrzru","The AI money-making blueprint is simple: 🚀","https://x.com/JvShah124/status/1889153691745431781",""
"rec6R7r3HIeENMsq6","70+ Mind Blowing AI Tools to Finish Hours of Work in Minutes:","https://x.com/JvShah124/status/1889516318384332953",""
"recnrymt5MJE2okqZ","Creating Landing Pages Using AI 🤩","https://x.com/JvShah124/status/1889879509513674973",""
"recKZWi8XWOmJHFLJ","Gamma AI","https://x.com/JvShah124/status/1925407398774366389",""
"recStiB0kXSWriP2L","Gamma Ai ","https://x.com/JvShah124/status/1926858717271622000",""
"recPKzTDljxXrWbBF","Gamma","https://x.com/JvShah124/status/1928669986995753371",""
"reckrEMaNHVfX1U7e","gamai","https://x.com/JvShah124/status/1929391914593165606",""
"reccYw23Zf8vjjD53","gamaii","https://x.com/JvShah124/status/1931204375961034856",""
"recFCjIATmWTkCP7l","gamma","https://x.com/JvShah124/status/1931569020823831034",""
"rec2XgG1wOLPC3UBV","gamma ai","https://x.com/JvShah124/status/1931931252606521724",""
"recOGzutfxETo2Q84","gma","https://x.com/JvShah124/status/1932657915024015647",""
"recP8AgRwTfKCwyLg","gamma ai","https://x.com/JvShah124/status/1934105255488409997",""
"recbABwfc2M4evvux","gamma thr","https://x.com/JvShah124/status/1934461747252924849",""
"recpSCiiWfzQ3djjT","gamm","https://x.com/JvShah124/status/1934824174029074595",""
"recvriP1DsD5IwQKC","gam","https://x.com/JvShah124/status/1935996856745763270",""
"recDo9mRTvXOH4MwY","gamm","https://x.com/JvShah124/status/1936636522515890366",""
"recunvcIEoONazbE0","Microsoft has launched CoPilot for PowerPoint, allowing users to create presentations using AI.","https://x.com/kamran4300/status/1857372945565298690",""
"recXsXw66tioDqw7e","Forget spending hours on presentations.","https://x.com/kamran4300/status/1884555752259371259",""
"reci9PzfMLcNf08XY","Kawsar + Humwork+ Amplification X","https://x.com/Kawsar_Ai/status/2044450056749859171?s=20",""
"reclo87pF9rCdmDm3","Kawsar + Base44+ Amplification X","https://x.com/Kawsar_Ai/status/2045171908216590379",""
"recoN6v6ekOkUvywT","Launch post","https://x.com/kimmonismus/status/1907480273945506034",""
"recDyjqEkQ6JbRtrP","Forget about using different tools for website building, presentations","https://x.com/kimmonismus/status/1912162155291422822",""
"recDbTYCmJ1v31EJC","Gemma is an amazing alternative to Canva or design freelancers","https://x.com/kimmonismus/status/1915795345805607206",""
"recpimESKpsh6H2Zu","Meet @thealisa_com","https://x.com/kimmonismus/status/1940470356097323236",""
"recRmczodc1lq69Dp","yuware  it is now finally possible to do vibe-coding not only ","https://x.com/kimmonismus/status/1947718638284509676",""
"recbIYBl1UfSLiZ2h"," Norton ushers in a new era of secure and ","https://x.com/kimmonismus/status/1948829107648876624",""
"rec64WiJezqmqVRZQ","Chubby + Humwork+ Amplification X","https://x.com/kimmonismus/status/2044449635893117014",""
"recpgPlC9kTctvZZc","I replaced my entire design team with this one AI tool.","https://x.com/KodyNordquist/status/1925543839625859196",""
"recpP879s2jyP23Uh","I transformed our chaotic weekly all-hands meetings into clear, actionable presentations using AI.","https://x.com/KodyNordquist/status/1935748421043851458",""
"recrE2oHiYzjxre2c","","https://x.com/KodyNordquist/status/1949097755160261008",""
"reczEuI4io34dDC89","Krishna Agrawal + Humwork+ Amplification X","https://x.com/Krishnasagrawal/status/2044461198775882046?s=20",""
Prepare for your brain to go 💥","https://x.com/LearnWithBishal/status/1860363874635002023",""
Here are a few that work for me: (🔖save🧵)↓","https://x.com/LearnWithBishal/status/1860670963160920286",""
If you haven’t watched these 8 must-see movies yet:","https://x.com/LearnWithBishal/status/1860725249513320551",""
[Bookmark for later]*","https://x.com/LearnWithBishal/status/1861288066977046679",""
"recZQnW5GbCkQDvCv","5 Insanely Powerful Apps That Feel Illegal To Know ☠","https://x.com/LearnWithBishal/status/1862124037113073891",""
Here are 12 Podcasts that will make you think like the top 0.01%:","https://x.com/LearnWithBishal/status/1867233219130900735",""
Here are 15 mind-blowing tech inventions you won’t believe exist (5th one will make your jaw drop)😱⬇️","https://x.com/LearnWithBishal/status/1875585290795962835",""
Here are the 15 WILD reveals so far (Don’t miss the 6th one)","https://x.com/LearnWithBishal/status/1876625227649794461",""
Here are 15 incredible things your Notes app can do:","https://x.com/LearnWithBishal/status/1879527429288649212",""
A stunning photo of a sea turtle playfully emerging from the water, showcasing the beauty of nature.","https://x.com/LearnWithBishal/status/1880991508406456340",""
Here are 12 jaw-dropping examples so far:","https://x.com/LearnWithBishal/status/1883168774473593260",""
I present to you 15 Tech Gadgets that you will NOT believe are real:","https://x.com/LearnWithBishal/status/1884604950707122382",""
Here are 10 insane things the Galaxy S25 can do that iPhone simply can't (Don’t miss #5)","https://x.com/LearnWithBishal/status/1884965741809541121",""
","https://x.com/LearnWithBishal/status/1891840031435694120",""
Here are 14 wild examples so far:","https://x.com/LearnWithBishal/status/1892226534707978541",""
@MeetGamma","https://x.com/LearnWithBishal/status/1895462036211191848",""
"recJ1Vqi5tvWMaom9","13 Crazy Amazon Gadgets That Will Blow Your Mind...😱","https://x.com/LearnWithBishal/status/1900560637232873538",""
Here's a step-by-step tutorial:","https://x.com/LearnWithBishal/status/1900933412497879371",""
🧵THREAD🧵","https://x.com/LearnWithBishal/status/1901296232150233307",""
22 examples so far (6 is crazy):","https://x.com/LearnWithBishal/status/1902017744289108458",""
Here are the top 16 highlights so far (#5 will leave you speechless):","https://x.com/LearnWithBishal/status/1902745519882961112",""
"rectLzciWC9GXWs9z","Gemini ","https://x.com/LearnWithBishal/status/1904193043160522852",""
"recKouuJriQSfPRfa","Launch post","https://x.com/LearnWithBishal/status/1907485839892025785",""
7 Wild features:","https://x.com/LearnWithBishal/status/1908539094545707498",""
Here are 12 Wild things you can do with it👇","https://x.com/LearnWithBishal/status/1910721757767491706",""
Here’s my secret↓","https://x.com/LearnWithBishal/status/1912167628682019290",""
It’s how your ideas come to life—faster, smarter, and bolder.","https://x.com/LearnWithBishal/status/1913258479503950266",""
(The 5 is crazy)","https://x.com/LearnWithBishal/status/1920067383076720924",""
Here’s everything you need to know: 🧵","https://x.com/LearnWithBishal/status/1922649980650557812",""
(You won’t believe the 5th one!)","https://x.com/LearnWithBishal/status/1923023993100996999",""
1/ What if Jurassic Park was real?","https://x.com/LearnWithBishal/status/1927028204839084511",""
"recHGAmDs6LSHmutf","Quote","https://x.com/LearnWithBishal/status/1928527082826436920",""
"recerlWgfQsyDHr5u","NVIDIA just lit up Paris with the future of AI.","https://x.com/LearnWithBishal/status/1934272642451923371",""
Here’s the step-by-step breakdown:","https://x.com/LearnWithBishal/status/1935010258155651508",""
Here's everything you need to know:","https://x.com/LearnWithBishal/status/1936049264184201722",""
Here’s the rundown: 🧵","https://x.com/LearnWithBishal/status/1936446646352822538",""
Here’s the inside scoop👇","https://x.com/LearnWithBishal/status/1940106640151519557",""
1/ Once-in-a-lifetime view","https://x.com/LearnWithBishal/status/1948412900865130515",""
Here are 13 WILD breakthroughs that feel straight out of the Future:","https://x.com/LearnWithBishal/status/1949496263449419860",""
Thanks to the team behind Gamma for collaborating with me on this post.","https://x.com/Locati0ns/status/1854870587635585147?t=QkeUcOUHDYsaMuIcHSXJkg&s=19",""
"reczdiPUrPvYaylOw","Lorenzo | Meta Ads & Performance Creatives 📈  + GoMarble AI+ Dedicated thread X","https://x.com/lorenzo_pravata/status/2046977967314604293?s=46",""
"recOlv4mICOj6ZyXi","15 Pictures with Deep Meaning 🧵","https://x.com/LostTemple7/status/1888633887972294790",""
"reccAmuLOD6QfBsN4","Thread of the most beautiful villages on Earth🧵","https://x.com/LostTemple7/status/1889013451387019551",""
"recBRoFk2tL2aVzge","Welcome to India that is Bharat: The Land Of Spirituality  🧵","https://x.com/LostTemple7/status/1889707394839515316",""
"recsDWIOQffytlCaF","Traditional Dresses for Male in Indian States 🧵","https://x.com/LostTemple7/status/1894392444818788700",""
"recjp3dKTSWuNbhCc","20 darshan of unique sites of divine Shivlingams  🔱✨","https://x.com/LostTemple7/status/1894718406252994686",""
"receOn2wd9yGphyge","10 Extremely Beautiful Ganesha Murti that everyone must visit during Ganesh Chaturthi","https://x.com/LostTemple7/status/1895726954231525402",""
"recuMkAs2ay2xgnij","Witness History: A Visual Timeline of Transformations Through Before and After Photos ~ A Thread 🧵","https://x.com/LostTemple7/status/1896602568035598396",""
"rec1MOS82MI09pxOv","Beautiful Illustration of Childhood Before Technology ❤️ 🧵","https://x.com/LostTemple7/status/1904503461472809215",""
"recmRUcRux4jF5om5","Thread of surreal views from above on Earth🧵","https://x.com/LostTemple7/status/1909548337889489096?t=aXnKLELOQlNDlgLyfv10sQ&s=19",""
"recO2lDnH0qeW9eJp","9 reasons why the Brihadeeswara Temple is one of the greatest structures ever built.","https://x.com/LostTemple7/status/1910296133202559003?t=KvJkx1wu_-OeOFyq6SIQSg&s=19",""
"recev9cm3oaRxL3eZ","Beautiful days! Never to come back but always remain in our memories 🧵","https://x.com/LostTemple7/status/1912521365565170068?t=8DoBgkUIEqVzP7XgyQR2EQ&s=19",""
"rec82opE3AqzBwOEr","Real Size of Things. A Thread🧵","https://x.com/LostTemple7/status/1935968506555531394?t=RBN7JiTTy95vy6QxGuiu2g&s=19",""
"recwukMpYOCvZ85yk","15 World’s most surreal & beautiful train rides.","https://x.com/LostTemple7/status/1936387758278214132?t=LQNlx7Lt0pXriQCOw2iO8w&s=19",""
"recXJmU7Xro09Wbor","Transforme sua criatividade em um slide para suas aulas em 30 segundos","https://x.com/LucasMestreIA/status/1881763812480565459",""
"recWi2cWzcPP4zIqP","Most freelancers work too hard for too little.","https://x.com/manishkumar_dev/status/1893163963753603158",""
"rec6ntyxOW3Ghlsf4","100+ AI tools to finish months of work in minutes:","https://x.com/manishkumar_dev/status/1894250802786832888",""
"recVrJOni9rXLYHpx","Turn Your AI Skills into a $1,500/Day Freelance Business!","https://x.com/manishkumar_dev/status/1895338028962586647",""
"recPyy7RDsEznSIHs","This AI tool changes the way you create presentations.","https://x.com/manishkumar_dev/status/1901143195867902123",""
"recBAvVYsK68nw68M","AI is the most powerful design tool ever.","https://x.com/manishkumar_dev/status/1903025799219052837",""
"recIVJbjnAdpEztnC","Tired of overspending on social media design agencies and freelancers?","https://x.com/manishkumar_dev/status/1909904515501027352",""
"recX2Yo2moAFWG0wO","Stop juggling multiple tools for websites, presentations, and social media designs.","https://x.com/manishkumar_dev/status/1912165637314760719?t=NAeGqRWmKjlRJolWMuCymQ&s=19",""
Here’s everything you need to know 👇","https://x.com/manishkumar_dev/status/1922282810129449307",""
Dive into this thread to see who comes out on top. 👇","https://x.com/manishkumar_dev/status/1924696631007650297",""
 in a conversation with Sam Parr on My First Million. If you haven’t started integrating AI agents into your operations, you’re already falling behind.","https://x.com/manishkumar_dev/status/1928526834364289098",""
Here’s how you can get started in just 3 simple steps:👇","https://x.com/manishkumar_dev/status/1933390489161744621",""
Here’s a step-by-step guide to make it work for you ⬇️","https://x.com/manishkumar_dev/status/1936015588335534577",""
"reckjr5LMunCGMw5w","🚨BREAKING: Just tried the smartest browser powered by AI agents.","https://x.com/manishkumar_dev/status/1947344173713265035",""
"reccQQkip1KA5PnLl","insane new AI tool","https://x.com/markgadala/status/1925934967827124231",""
","https://x.com/markgadala/status/1935345922369548665",""
"recwnlZzTrol50Sti","Mark Alisa ","https://x.com/markgadala/status/1940824515560591635",""
"recVx9CbP8xJETd7z","IA João","https://x.com/martinsjoa_/status/2011612122946682920?s=46",""
"rec4AL0Y8ppb9r8Fc","Matías Schrank + Base44+ Amplification X","https://x.com/MatiasSchrank/status/2045355919693709377",""
"reck2nminvc6MqysW","Matthew Berman X ","https://x.com/MatthewBerman/status/1942983296922845622",""
"recSLZM15BYHeXaph","How to finish 8 hours of work in 2 hours:","https://x.com/mhdfaran/status/1881296418922750236",""
"recgqfY6eE5kkxgTS","Here is a harsh reality about your presentations","https://x.com/mhdfaran/status/1883833443894857904",""
"recGFcWAxCj2opWp0","I'm obsessed with collecting websites that feel illegal to know.","https://x.com/mhdfaran/status/1894676902457258316",""
"recENYN7yRH91ttox","Consulting is a scam","https://x.com/mhdfaran/status/1895793013135458520",""
"recdl89mVFqnr5JdP","Launch post","https://x.com/mhdfaran/status/1907481865050796527",""
"rec1S6n2Wb80qpa6w","🚨 This AI replaced my design team, ad agency, and frontend dev.","https://x.com/mhdfaran/status/1940366909284978694",""
"recWaFbQsgIJyT42Z","It’s been 2 years since the beginning of ChatGPT.","https://x.com/mushfiq_sajib/status/1883833628238778498",""
"recwrpAZRadeojtPc","AI is turning simple skills into profitable businesses. 💰","https://x.com/mushfiq_sajib/status/1890357455470883228",""
"recsZCoeaD0UmTlU5","AI is changing the freelancing game.","https://x.com/mushfiq_sajib/status/1891443453407756674",""
"receyt3MDqk4fnFU4","I tested 1200+ AI tools in the last 1 year.","https://x.com/mushfiq_sajib/status/1894343014828654893",""
"recZhKXYfdNFbDNSR","Creating a landing page used to take me days.","https://x.com/mushfiq_sajib/status/1900502755938271347",""
"recdKPYFf1sSQ997q","After a year of testing 1200+ AI tools, trust me, 90% are pure junk!","https://x.com/mushfiq_sajib/status/1903403853741216133",""
No wonder more than 20M users are hooked by @MeetGamma","https://x.com/nevertellmeodd/status/1862128721936720063?t=QhIOwQD0lAE3U9FiKuSrqQ&s=19",""
🔗 gamma.app","https://x.com/nevertellmeodd/status/1918994751283405305?t=tSJx6VigmKUxdz5QjJRwsg&s=19",""
🔗 gamma.app","https://x.com/nevertellmeodd/status/1930990734833832020?t=O8lLAAHgEFzT1iZdOwAftA&s=19",""
"recAspir2tKW4cdQh","Nijol + Base44+ Amplification X","https://x.com/Nijol71/status/2045158998291398899",""
"recY4pcIayKp4xFuR","NoContextHumans + Humwork+ Amplification X","https://x.com/NoContextHumans/status/2044448490403565712?s=20",""
"recYgfi1UkRbb0Sds","Nova IA + Base44+ Amplification X","https://x.com/NovaIAHQ/status/2045158193043567055",""
"rech5yCfUSQcMgWkK","The Consumer Team at a16z spent time exploring the best AI tools out there..","https://x.com/nrqa__/status/1880118198114377788",""
"rec7PHIgmDE4wwW6c","BREAKING NEWS!!!!","https://x.com/nrqa__/status/1882792406896246913",""
"recjDv6l2fTR6d13y","Fiverr + AI can earn you $100/hr.","https://x.com/nrqa__/status/1890750972122787923",""
"rec2lFXkfVefhPK5I","Google loves keeping valuable websites hidden from you.","https://x.com/nrqa__/status/1892581652796494090",""
"rec8jlSRq71odqdZ7","How to Create Anything with Free AI Tools and Start Earning!","https://x.com/nrqa__/status/1902733189208277038",""
"recWerPqKByR0i2Uq","GAMMA BRAND","https://x.com/nrqa__/status/1912160309303005387",""
"recXCrygOg3cDDYsk","This AI workflow is literally a full-stack dev team on steroids.","https://x.com/nrqa__/status/1924483588088832157",""
"recoJsEAWjplctCUq","64+ TOOLS YOU SHOULD TRY IN 2025:","https://x.com/nrqa__/status/1927018220688465948",""
"recZ8gWRxvwJH9Lo1","in this economy, knowing how to close $1M+ deals with AI is a must","https://x.com/nrqa__/status/1928594187290579333",""
"recVzd2BbQXPmC1MD","60+ Mind-Blowing AI Tools;","https://x.com/nrqa__/status/1935321788881457522",""
"recYcnyLNNauEfMSp","Gemini 2.5 + Gamma = effortless productivity hack","https://x.com/nrqa__/status/1938072139682484395",""
"recC4ZuBAEC3rTPB9","Browsers are stuck in 2010","https://x.com/nrqa__/status/1948760662177710425",""
"rec3hnOl6JieYoJPg","Fed up with spending hours on PowerPoint, only to end up with slides that feel flat? ","https://x.com/Parul_Gautam7/status/1849794482612371891",""
"recNO84P5J6y5z1CO","RIP PowerPoint!!","https://x.com/Parul_Gautam7/status/1851499053088923847",""
"recCC2UCsNy0yMJf9","Tech is so WILD!!  ","https://x.com/Parul_Gautam7/status/1865352617439727672",""
Here are 10 WILD TECH developments you can't ignore:","https://x.com/Parul_Gautam7/status/1879479117537779775",""
"rectvx60NKU5UladT","Netflix Movies","https://x.com/Parul_Gautam7/status/1885324502428533167",""
"rec3FfBCoThFfd8VE","11 Remote Jobs","https://x.com/Parul_Gautam7/status/1888540511784390667",""
"rec6EF9ROz9Tgaia6","People are making $10,000+ with AI slides… and you’re still scrolling? ","https://x.com/Parul_Gautam7/status/1889660537572594091",""
"recRLDfihVgZtT7Jg","https://x.com/Parul_Gautam7/status/1890021794997772438","https://x.com/Parul_Gautam7/status/1890021794997772438",""
"recvnFsRWI7fIcMQA","https://x.com/Parul_Gautam7/status/1890646923079495770","https://x.com/Parul_Gautam7/status/1890646923079495770",""
This isn’t your typical geography lesson—are you ready to see the world like never before?","https://x.com/Parul_Gautam7/status/1890711036925276453",""
"reczry7KyUkGAapko","15 Mind Blowing Maps you have never seen before","https://x.com/Parul_Gautam7/status/1894337094144708647",""
Which of these visuals resonated with you the most, and why? ⬇️","https://x.com/Parul_Gautam7/status/1899687884631732699",""
Say goodbye to endless hours creating presentations and websites:","https://x.com/Parul_Gautam7/status/1899730588896002078",""
","https://x.com/Parul_Gautam7/status/1900557485473419376",""
No. 8 is CRAZY!","https://x.com/Parul_Gautam7/status/1900879106499293275",""
Here are 10 websites to create presentations with AI in seconds:","https://x.com/Parul_Gautam7/status/1901230784687583563",""
","https://x.com/Parul_Gautam7/status/1901618261189447934",""
","https://x.com/Parul_Gautam7/status/1901952855801540874",""
"recC2Bgxa5rXf36rz","Designing content shouldn’t feel like a full-time job.","https://x.com/Parul_Gautam7/status/1910966800759554083",""
"rec60iK5KM7dkzsqG","Canva who?","https://x.com/Parul_Gautam7/status/1925459729012466182",""
"recpf6UXlnRecHy5b","Just watched Greg Isenberg break down his million-dollar deal framework on My First Million...","https://x.com/Parul_Gautam7/status/1928527543457456479",""
"recv6b5qP0qQbpnKE","Say goodbye to dull slides and hello to presentations that build themselves.","https://x.com/Parul_Gautam7/status/1934271724893438091",""
"recTFTvIjkhrE9bPh","🚨 I don’t touch PowerPoint anymore.","https://x.com/Parul_Gautam7/status/1938266741462995372",""
"recRgiXQCjK2iEltC","Tired of overpriced AI video tools?","https://x.com/Parul_Gautam7/status/1940764724456825171",""
"recgrNzLmiazVeIKp","I’ve been trying out this new browser called Neo","https://x.com/Parul_Gautam7/status/1948790777070715080",""
"recIT34vEvS0ec7rb","Parul Gautam + Humwork + Amplification X","https://x.com/Parul_Gautam7/status/2044449070148993475?s=20",""
"rec0UpT9i7tx0nh8Y","Most researchers spend 8+ hours creating presentations for papers they already wrote. ","https://x.com/PhDtoProf/status/1933142388794347958",""
"rechMU9vpBIPZBA6X","Polanco | IA + Base44+ Amplification X","https://x.com/Polanco_IA/status/2045162013467283775",""
"recDCkJzifvOOauAW","You have heard of Vibe Coding","https://x.com/prajdabre/status/1928770369147777325",""
"recLaWpaTVjAcOY42","If you are like me who hates making presentations","https://x.com/prajdabre1/status/1914578784264867953",""
"rec8jgPCbtKHUYgTb","End of ppt","https://x.com/prajdabre1/status/1917180666841886979",""
"recJ4PaGzvXleTGOH","pushkar soni + Humwork+ Amplification X","https://x.com/pushkersoni72/status/2044447101388767363",""
"recfCUJ8QAdMdDUYW","pushkar soni + Base44+ Amplification X","https://x.com/pushkersoni72/status/2045162401109324280",""
"rec7RZnmMRXZ0GSAF","Rajesh Agarwal + Humwork+ Amplification X","https://x.com/Rajesh992510253/status/2044446782873293057?s=20",""
"recFpjRiN1U4mbeWz","Thread","https://x.com/Rana_kamran43/status/1856947187118477569",""
"recf0Kj4sEsKuLPo5","Single post ","https://x.com/Rana_kamran43/status/1861361533478957354",""
"recnrAOvtYp76GQhc","Thread ","https://x.com/Rana_kamran43/status/1862733740968968477",""
