"record_id","post_title","creator_name","post_type","post_url","mention_url","post_views","mention_views","linkedin_view_count","youtube_view_count","tiktok_view_count","threads_view_count"
"recNiPBmQCI59WVow","The Unique Beauty of the USA 🇺🇸 ","Earth_Wanderer","Thread mention X","https://x.com/earth_tracker/status/1943510479852216732?s=46","https://x.com/earth_tracker/status/1943510576430215173?s=46","315500","20700","","","",""
"recNiWpQxSafuurFM","Chidanand Tripathi + Base44+ Amplification X","Chidanand Tripathi","Amplification X","https://x.com/thetripathi58/status/2038647343365656995","","10700","","","","",""
"recNj1CAFziCw5XBW","Chidanand Tripathi + ""YouWare "" + Dedicated thread X","Chidanand Tripathi","Dedicated thread X","https://x.com/thetripathi58/status/1988660766413844650","","31800","","","","",""
"recNjsRfxXGUdUhig","Turn raw content into a polished presentation in minutes.","Umesh","Single post X","https://x.com/umesh_ai/status/1900150615759896799","https://x.com/umesh_ai/status/1900150615759896799","3762","","","","",""
"recNk1nxpegLHeeSo","The World under a microscope ~ A Thread 🧵","Earth_Wanderer","Thread mention X","https://x.com/earth_tracker/status/1933528319439614131?s=46","https://x.com/earth_tracker/status/1933528419767025982?s=46","5000","","","","",""
"recNkXWwNzofGSPGv","Want to earn $3,000/month without showing your face?","Markandey Sharma","Dedicated thread X","https://x.com/TechByMarkandey/status/1947178176972763199","https://x.com/TechByMarkandey/status/1947178329586770119","275300","5363","","","",""
"recNlOdNRAZc7Rdbv","INSANE.","EyeingAI","Dedicated thread X","https://x.com/EyeingAI/status/1949029151543099716","https://x.com/EyeingAI/status/1949029250734195072","","","","","",""
"recNluX7nnz2Vq3jT","Can you believe this ","ZOYA ✪","Thread mention X","https://x.com/Zoya_ai/status/1925450504722592074","https://x.com/Zoya_ai/status/1925475051098316957","16000","","","","",""
"recNnMflX5HlYKeVQ","Nayeem Sheikh + Humwork+ Amplification X","Nayeem Sheikh","Amplification X","https://x.com/HeyNayeem/status/2044453757556297891","","","","","","",""
"recNoRa9jZ4LTvO2b","The AI Colony + FlashLabs + Amplification X","Future Stacked","Amplification X","https://x.com/theaicolony/status/2014056487820169485?s=46","","15000","","","","",""
"recNoaY7y23mK6pt7","Forget about using different tools for website building, presentations, and social media design.","Tech & AI Hub","Dedicated thread X","https://x.com/TechAI_X/status/1912190056040894914","https://x.com/TechAI_X/status/1912190091860324360","","","","","",""
"recNpP9iDRQ2fltyL","Ashley Wright - X","Ashley Wright","Single post X","https://x.com/ashley_wright/status/2010753136521036019","","376","","","","",""
"recNpuFuYzK7KFzvx","Atul Kumar + Lindy","Atul Kumar","Amplification X","https://x.com/atulkumarzz/status/1978912427585499268?t=EoW50tZeW3uPlybP0CFeww&s=19","https://x.com/atulkumarzz/status/1978911685118210340?t=gasB9tDH3BuvrH1oUuq0Vg&s=19","560","5892","","","",""
"recNqqb12Pz0aRIFg","Matthew Berman X Lindy","Matthew Berman","YouTube (mid-roll ad)","https://youtu.be/g-v8RgL4ToI?t=286","","15000","","","","",""
"recNtC1O5xfCbdPFh","In 1987, McDonald's created the perfect promotion.","Md Riyazuddin","Thread mention X","https://x.com/riyazmd774/status/1916474478692872640?t=dfic8yunGAzQntEid1FMzA&s=19","https://x.com/riyazmd774/status/1916474687971840259?t=0ilglzXv6L3rRii68dvsGA&s=19","12000","","","","",""
"recNtSiBRwXwDWq4I","I asked Grok, the list of the best vegetarian street foods in the world 🧑‍🍳","Colours of Bharat","Thread mention X","https://x.com/ColoursOfBharat/status/1918187404076433539","https://x.com/ColoursOfBharat/status/1918197581198573600","727","","","","",""
"recNuSOIpQ62ur29b","Movies thread","ghotai","Thread mention X","https://x.com/aiwithghotai/status/1938993406535180444","https://x.com/aiwithghotai/status/1938993499040616520","6000","","","","",""
"recNubgn5jP7pPWd1","✅ Luis Camacho + Rocket.new+ Linkedin Post","Luis Camacho","Linkedin Post","https://www.linkedin.com/posts/ayyycamacho_rocket-ugcPost-7450684914032721921-r08Y","","1300","","","","",""
"recNyG4qehVupKmE7","Iamjordan + GoMarble AI+ Amplification X","Iamjordan","Amplification X","https://x.com/i/status/2046979280677048328","","6500","","","","",""
"recNyM2zUhr0IfJMs","Gamma takes presentation creation to a new level ","Chubby","Single post X","https://x.com/kimmonismus/status/1928073419670835275","https://x.com/kimmonismus/status/1928073419670835275","139","","","","",""
"recO0KpzXr7hQ3G6V","Manish Kumar Shah + Hey Noah AI+ Amplification LI , Amplification X","Manish Kumar Shah","Amplification LI ; Amplification X","https://x.com/manishkumar_dev/status/2034307515505369525","","14800","","","","",""
"recO0fzF53cApfHAR","Argentina's Official map....","","Thread mention X","https://x.com/theepicmap/status/1903883741732417588?t=1vEBzghaPXM1kot6JrHiFg&s=19","https://x.com/theepicmap/status/1904036436753403931?t=etza_wYNKTAckSW7UQEPOQ&s=19","38000","","","","",""
"recO1keEcQxcOWnhL","Tulsi Soni + Gamma + Dedicated thread X","Tulsi Soni","Dedicated thread X","https://x.com/shedntcare_/status/1977799116429410471","https://x.com/shedntcare_/status/1977800053814411266","19500","537","","","",""
"recO1tmLoFH0kaW42","Enzo Sanchez | IA + Templafy+ Amplification X","Enzo Sanchez | IA","Amplification X","https://x.com/enzosanchezia/status/2037595700632961496","","9501","","","","",""
"recO2bWXbcbGcqsC5","tokifyi + Higgsfield+ Amplification X","tokifyi","Amplification X","https://x.com/tokifyi/status/2039900200484163585?s=46","","1376","","","","",""
"recO2lDnH0qeW9eJp","9 reasons why the Brihadeeswara Temple is one of the greatest structures ever built.","Lost Temples","Thread mention X","https://x.com/LostTemple7/status/1910296133202559003?t=KvJkx1wu_-OeOFyq6SIQSg&s=19","https://x.com/LostTemple7/status/1910296215729627436?t=CI7cTWCsWPBYCah-5LmVuQ&s=19","","","","","",""
"recO2n56VJCZwptQz","10 most hilarious ads of brands mocking their rivals","Amit","Thread mention X","https://x.com/HeyAmit_/status/1913857749923856632","https://x.com/HeyAmit_/status/1913857753010884982","1000","","","","","61400"
"recO3FZ0JJBS5M045","Gemini 2.5 DeepMind + Gamma: productivity hack","Mushfiq Sajib","Single post X","https://x.com/heysajib/status/1925145955764187475","https://x.com/heysajib/status/1925145955764187475","","","","","",""
"recO3JCNPrXrHe8JU","MAN OF THE MATCH.","Madrid Zone","Thread mention X","https://x.com/theMadridZone/status/1892333286585729483","https://x.com/theMadridZone/status/1892338324653687275","","","","","",""
"recO3aAIdEPzVytlH","IA Gen 🤖 + ""Fabi AI ""+ Amplification X","IA Gen 🤖","Amplification X","https://x.com/IAGenMoney/status/2011481265799606497?s=20","","1126","","","","",""
"recO5jAaIN5HxpPAA","Output = Arsalan Khan + Gamma+ Dedicated thread X","Arsalan Khan","Dedicated thread X","https://x.com/AIwithArsalan/status/2011759256337260813","","13000","","","","",""
"recO7VTXJ0zLEFWgQ","Sripathi Teja + GoMarble AI+ Amplification X","Sripathi Teja","Amplification X","https://x.com/i/status/2046972204445991286","","","","","","",""
"recO8gHkq8XJ2XjXG","Alejo + YouWare + Dedicated thread X","Alejo","Dedicated thread X","https://x.com/ecommartinez/status/1990457117086740856","","34600","","","","",""
"recO9FEwdSzhMBrsh","D-Coder + Crunched + Amplification X","D-Coder","Amplification X","https://x.com/Damn_coder/status/1980323283129233863","https://x.com/Damn_coder/status/1980323286161715653","841","","","","",""
"recO9Z0U5KUkjbIJh","Thread post ","kamran Hassan","Thread mention X","https://x.com/Rana_kamran43/status/1846509067759673842","https://x.com/Rana_kamran43/status/1846509079176564739","952","","","","",""
"recO9b7hcKvJWI86a","Robin Delta + Mocha + Dedicated thread X","Robin Delta","Dedicated thread X","https://x.com/heyrobinai/status/2001968075357430107","","8977","","","","",""
"recO9p2znOoQBUh29","It is 100% AI generated with Google Veo 3.","ZOYA ✪","Thread mention X","https://x.com/Zoya_ai/status/1925928968693105069","https://x.com/Zoya_ai/status/1925929012204802251","6000","","","","",""
"recOCB6RiIzDMoSjH","AI Club + Base44+ Amplification X","AI Club","Amplification X","https://x.com/ClubAiworld/status/2031810799099134267","","6359","","","","",""
"recOCBvYUpuMfmaF6","Ryan Hart 🚀 + Gamma+ Single post X","Ryan Hart 🚀","Single post X","https://x.com/thisdudelikesAI/status/2028521080986751245","","4540","","","","",""
"recOCIoBTSQW1TWfR","UEFA Rankings","Madrid Zone","Thread mention X","https://x.com/themadridzone/status/1955563399095677183?s=46","https://x.com/themadridzone/status/1955743881880068147?s=46","348900","37100","","","",""
"recODAMiF8RQy4Qeu","Hasan Toxr + Mocha + Dedicated thread X","Hasan Toxr","Dedicated thread X","https://x.com/hasantoxr/status/2001706876099260638?s=20","","13000","","","","",""
"recODGtP8YVwugn8c","Polanco | IA + Humwork+ Amplification X","Polanco | IA","Amplification X","https://x.com/polanco_ia/status/2044448271096062026","","0","","","","",""
"recOEGh8kh6JCNXXp","How much Google can pay you if you start a Pinterest account ","Hasan Ubermenscchh","Thread mention X","https://x.com/Ubermenscchh/status/1909255245450158430","https://x.com/Ubermenscchh/status/1909255341457764600","2000","","","","",""
"recOEP2qQXokClQUB","Chase X GoMarble AMP ","Chase Dimond","Amplification X","https://x.com/ecomchasedimond/status/2023783873575018729","","5100","","","","",""
"recOF1IwJjJF4Lfhe","Bishal Nandi + Lindy+ Dedicated thread X","Bishal Nandi","Dedicated thread X","https://x.com/LearnWithBishal/status/2023413193327202737","","24200","","","","",""
"recOF6J8raFk4a2jw","Daniel | Tech & Data + ""Fabi AI ""+ YouTube (dedicated video)","Daniel | Tech & Data","YouTube (dedicated video)","https://www.youtube.com/watch?v=gRnNKABAvRs","","21000","","","","",""
"recOGfzugJwgGmjSi","Everyone’s building dashboards.","Farhan","Amplification X","https://x.com/mhdfaran/status/1975932719243948123","https://x.com/mhdfaran/status/1975932719243948123","1038","1039","","","",""
"recOGxiHxN9rsFE8M","Aryan Mahajan + Templafy+ Linkedin Post","Aryan Mahajan","Linkedin Post; Giveaway post X","https://www.linkedin.com/feed/update/urn:li:activity:7435768946076774401","","17050","","","","",""
"recOGzutfxETo2Q84","gma","Javaid Shah","Thread mention X","https://x.com/JvShah124/status/1932657915024015647","https://x.com/JvShah124/status/1932657930912034820","","","","","",""
"recOHqFMEkIET479o","🤖 The Simplest Way to Create and Launch AI Agents and Apps","Half baked ","Newsletter ad","exists","","","","","","",""
"recOJWcEs6rRU4yW6","Atul Kumar + Lindy+ Amplification X","Atul Kumar","Amplification X","https://x.com/i/status/2021317386562154690","","10700","","","","",""
"recOJldLSw4QNa0m1","ghotai غوټی + FlashLabs + Amplification X","ghotai","Amplification X","https://x.com/aiwithghotai/status/2016904459394146656","","7859","","","","",""
"recOKTUw9CBw29EKV","💰 MILLION-DOLLAR STRATEGY EXPLAINED: Greg Isenberg shares how  @GetLindy  uses AI agents to close $1M+ deals. He goes deep on the My First Million podcast with  @thesamparr . Ignore this at your own risk.","Princy Gogia","Single post X","https://x.com/therjrajesh/status/1928593318046314520","https://x.com/therjrajesh/status/1928593318046314520","","","","","",""
"recOL6DpRCCpsWfcH","Atul Kumar + Mocha+ Amplification X","Atul Kumar","Amplification X","https://x.com/i/status/2020927807787016578","","18500","","","","",""
"recOLcK1Hw4cOIe8B","Still making slides manually? There is AI for that ","AshutoshShrivastava","Dedicated thread X","https://x.com/ai_for_success/status/1920351449168687147","https://x.com/ai_for_success/status/1920351449168687147","","","","","",""
"recOMN6drAfpPjAX9","cgtwts + Rocket.new+ Amplification X copy","cgtwts","Amplification X","https://x.com/cgtwts/status/2029597615416135712?s=46","","53423","","","","",""
"recOMZyaq2ygEGILN","Chase Gamma ","","Linkedin Post","https://www.linkedin.com/posts/chasedimond_gammapartner-activity-7333503840303947778-wGBT/","https://www.linkedin.com/posts/chasedimond_gammapartner-activity-7333503840303947778-wGBT/","","","13000","","",""
"recON0y2xxy3Rv7os","Ali Sufian + Base44+ Amplification X","Ali Sufian","Amplification X","https://x.com/aliscodes/status/2031765635936706736","","2746","","","","",""
"recONs4JJmYN0p6mE","Your Tech Girl + Rocket.new+ Amplification X","Your Tech Girl","Amplification X","https://x.com/yourtechgirl24/status/2041557504220656072?s=46","","272","","","","",""
"recOOJOFXZckoT2jN","Hoje, a Gamma lançou o Gamma 3.0: um agente, uma API e outros recursos interessantes. ","Artur Alves","Dedicated thread X","https://x.com/lebigh_official/status/1967998144916205764","https://x.com/lebigh_official/status/1967998178382462979","11000","613","","","",""
"recOR5GVBVgijLGmd","Gamma.app just launched their 3.0 API and nobody is talking about the growth implications.","Carolina Posma","Linkedin Post","exits","","3089","","3089","","",""
"recOSER6X81vaTF1l","Dhaval Makwana + Tracelight + Amplification X","Dhaval Makwana","Amplification X","https://x.com/heydhavall/status/2013624756126523648","","3840","","","","",""
"recOSYpf5zRx0qCJS","Forget Pika. Forget Runway.  Alisa by Genova Labs makes jaw-dropping AI videos in seconds — no timeline, no stress.  It’s fast, free.  Here are 7 wild things it can do (with proof): 👇","Rishabh","Dedicated thread X","https://x.com/Rixhabh__/status/1940106737941717256","https://x.com/Rixhabh__/status/1940106828777759034","","","","","",""
"recOSt4Uq3jvv0xwl","Mocha is making app building simple for everyone.","Mushfiq Sajib","Single post X","https://x.com/heysajib/status/1958575304945148244","","18000","","","","",""
"recOTNA0zgT5iEysX","Jaguar just made the most expensive mistake of 2024.  They spent millions on a rebrand that erased 100 years of heritage.  Even Elon Musk is publicly mocking them.  Here's the fascinating reason behind the rebrand (& why it's driving the internet crazy): 🧵","Rasel Hosen","Thread mention X","https://x.com/arnill_dev/status/1860643159082201137","https://x.com/arnill_dev/status/1860643269228855655","193","","","","",""
"recOU6iUg7XVh3wcu","🚨 BREAKING: The first social network for AI builders just launched.","D-Coder","Dedicated thread X","https://x.com/Damn_coder/status/1948755759749365797","https://x.com/Damn_coder/status/1948755869015179568","","","","","",""
"recOV24VYz1XDcZ2U","SHOCKING: Only one AI agent actually did the work.","Jafar Najafov","Single post X","https://x.com/JafarNajafov/status/1952781237497798886","https://x.com/JafarNajafov/status/1952781237497798886","7656","7656","","","",""
"recOVSfcWWQTQoEmL","Kids today are making $20,000/month with Gamma automation","Hamza Khalid","Dedicated thread X","https://x.com/Whizz_ai/status/1894267722265227405","https://x.com/Whizz_ai/status/1894267807464132914","","","","","",""
"recOViHATEuD2TLGF","Lindy X AI Secrets","AI Secret","Newsletter ad","exists","","","","","","",""
"recOVxt9Nczysbuab","The Ultimate AI Expert + Gamma+ Giveaway post X","The Ultimate AI Expert","Giveaway post X","https://x.com/TheUltimate_AI/status/1993187508591771998","","45500","","","","",""
"recOWFHgxppMVS5qD","🚨 BREAKING: Gamma 3.0 just killed PowerPoint.","Rishabh","Dedicated thread X","https://x.com/Rixhabh__/status/1967984920380534908","https://x.com/Rixhabh__/status/1967984987690697066","62000","243","","","",""
"recOWYpEJ91mlS1ex","✅ Chase Dimond + Rocket.new + Linkedin Post","Chase Dimond","Linkedin Post","https://www.linkedin.com/posts/chasedimond_how-to-validate-your-business-idea-activity-7450890830929641472-B088/","","5933","","","","",""
"recOWrooyFlbuXcfz","Kim X Mocha","Chubby","Dedicated thread X","https://x.com/kimmonismus/status/1972723165903364276","https://x.com/kimmonismus/status/1972723165903364276","72800","","","","",""
"recOY4w5c83VG73HI","Chris Lang | Gamma | LinkedIn Post","Chris Lang","Linkedin Post","https://www.linkedin.com/feed/update/urn:li:activity:7423023671809626112/","","324","","","","",""
"recOYdB2XWluFKvOJ","Mushfiq Sajib + Humwork+ Amplification X","Mushfiq Sajib","Amplification X","https://x.com/heysajib/status/2044453448469627323","","8485","","","","",""
"recOYfFOreu1TBvbQ","Marco | IA + Rocket.new+ Amplification X","Marco | IA","Amplification X","https://x.com/Marco_Exito/status/2029603987696370048?s=20","","17500","","","","",""
"recOZDXA4G63NRsOD","Aryan Rakib + ""Fabi AI ""+ Amplification X","Aryan Rakib","Amplification X","https://x.com/tec_aryan/status/2011117885859742019","","6020","","","","",""
"recOa6UfvtgtTQDL9","Nargis Mita + FlashLabs + Amplification X","Nargis Mita","Amplification X","https://x.com/hey_ankita/status/2016901007981347323","","6400","","","","",""
"recOc78NF9d5R0oCR","Say goodbye to boring slides forever. @MeetGamma  2.0 just killed PowerPoint.","Princy Gogia","Single post X","https://x.com/therjrajesh/status/1936216934934294884","https://x.com/therjrajesh/status/1936216934934294884","","","","","",""
"recOcudLWuJH9JxFz","Jonathan Snow - X ","Jonathan Snow, DMD","Giveaway post X","https://x.com/drsnow/status/2013353694016802865?s=20","","","","","","",""
"recOdU9nztr8BcIpq","coleHardik + Base44+ Amplification X","coleHardik","Amplification X","https://x.com/coleHardik/status/2045157954182340810?s=20","","22","","","","",""
"recOdlwtdcBB2C8oO","Future Coded + Gamma+ Single post X","Future Coded","Single post X","https://x.com/future_coded/status/2028055847579115577","","7811","","","","",""
"recOdqmyHhwXzc31t","15 Most Surreal Places in the World 🧵","The Adventurous Soul","Thread mention X","https://x.com/TAdventurousoul/status/1936024928794595791?t=nHlDUchofWb3hRrq-xtswQ&s=19","https://x.com/TAdventurousoul/status/1936025069643612292?t=am4TwM2Xn6vehsUYM3GNxA&s=19","","","","","",""
"recOdtkgN5sVoHGCg","Manish Kumar Shah + Base44+ Amplification X","Manish Kumar Shah","Amplification X","https://x.com/manishkumar_dev/status/2045164263778771131","","11","","","","",""
"recOe7LoRfQtkNKc2","Sanika jain + GrowthX+ Linkedin Post","Sanika jain","Linkedin Post","https://www.linkedin.com/posts/sanika-jain-3a233a1ba_most-aeo-tools-charge-10k-50kyear-just-ugcPost-7425243422015512576-4brH","","46522","","","","",""
"recOfQOwxwQzsYWUt","The Intelligent Worker + YouWare + 1 Newsletter Ad","The Intelligent Worker","Newsletter ad","https://www.newsletter.theintelligentworker.com/p/google-unveils-gemini-3-and-antigravity","","20400","","","","",""
"recOggeUXmBVd6Pu9","Krishna Agrawal + Base44+ Amplification X","Krishna Agrawal","Amplification X","https://x.com/i/status/2031809266789888130","","13200","","","","",""
"recOgwFRJ84jKbtNe","Alexander Inspira IA + Mocha+ Amplification X","Alexander Inspira IA","Amplification X","https://x.com/alex_inspira/status/2020937276813930560","","18000","","","","",""
"recOhbNMsN4izJqJ2","Powerful & Meaningful Visuals about Psychology and Life:","Vertigo_Warrior","Thread mention X","https://x.com/VertigoWarrior/status/1891134466526945704","https://x.com/VertigoWarrior/status/1891134554334781509","99","","","","",""
"recOiDC7eethKCOXa","Output = Windmill Growth + ""Fabi AI ""+ Amplification LI","Windmill Growth","Amplification LI ","exist","","","","","","",""
"recOjkUa8lFYXSsid","Tiago | IA + Base44+ Amplification X","Alejandro Martinez | IA","Amplification X","https://x.com/i/status/2031865504759972326","","6247","","","","",""
"recOjwZnJXjcOy18o","Eray Hamurlu X Mocha dedicated video","Eray Hamurlu","YouTube (mid-roll ad)","https://www.youtube.com/watch?v=C1yAkQ9Y2BI","","6700","","","","",""
"recOjzWATjek7BnE6","Matthew Berman + Templafy+ Newsletter ad copy","Matthew Berman","Newsletter ad","exits","","25553","","","","",""
"recOk3i8NYego0Tkh","Media buying just went from reactive → proactive.","Atul Kumar","Amplification X","https://x.com/atulkumarzz/status/1975929496277557744","https://x.com/atulkumarzz/status/1975929496277557744","1098","1078","","","",""
"recOlUiN9U2BTFSCO","Microsoft ($MSFT) is going after  @MeetGamma .  CoPilot helps users create AI-driven presentations in PowerPoint.  Let's compare Gamma and CoPilot:","Rasel Hosen","Dedicated thread X","https://x.com/arnill_dev/status/1861280770041749651","https://x.com/arnill_dev/status/1861280770041749651","","","","","",""
"recOlmeCiUMDCFvxK","11 companies built around a single product:","Aryan Rakib","Thread mention X","https://x.com/tec_aryan/status/1925930642857951478","https://x.com/tec_aryan/status/1925930857618895178","","","","","",""
"recOltg0wIscC6Eo6","Blackberry ","kamran Hassan","Thread mention X","https://x.com/Rana_kamran43/status/1898654276488217052","https://x.com/Rana_kamran43/status/1898654408411578522","","","","","",""
"recOlv4mICOj6ZyXi","15 Pictures with Deep Meaning 🧵","Lost Temples","Thread mention X","https://x.com/LostTemple7/status/1888633887972294790","https://x.com/LostTemple7/status/1888633965931798846","","","","","",""
"recOmG5rGaqWlOYWO","Tigran Gertz 1 x Mocha (SMB) YouTube Integration","Tigran Gertz","YouTube (mid-roll ad)","https://www.youtube.com/watch?v=eXe_17AqnjE","","8600","","","","",""
"recOmIBq3dHFkrrpQ","Chase Passive Income + Mocha+ Amplification X","Chase Passive Income","Amplification X","https://x.com/chasedownleads/status/2020932531453923833?s=46","","14600","","","","",""
"recOmtkKLzQXzX8zN","21 of the most ( creative + iconic ) ads ever:  1/ Burger King","Bishal Nandi","Thread mention X","https://x.com/LearnWithBishal/status/1890785797193822287","https://x.com/LearnWithBishal/status/1890785815187308561","440300","","","","",""
"recOnfIito09sdTWM","Arpita Trisha + Humwork+ Amplification X","Arpita Trisha","Amplification X","https://x.com/trisha_techie/status/2044449282393284920","","36","","","","",""
"recOoMw7PXBW4dPYT","Anuj + Humwork+ Amplification X","Anuj","Amplification X","https://x.com/anujcodes_21/status/2044455793173663997?s=20","","","","","","",""
"recOoQbdH1VGQJ7Yz","Rishabh + Lindy + Amplification X","Rishabh","Amplification X","https://x.com/Rixhabh__/status/1991695193247215626","","12300","","","","",""
"recOomGhjwKggLsHX","🔥 PowerPoint got Copilot.  Gamma got everyone else.  I tested both to see who really rules the AI slide game.  One blew me away. One fell flat.  Here’s what you need to know: 👇","D-Coder","Dedicated thread X","https://x.com/Damn_coder/status/1947937864601452726","https://x.com/Damn_coder/status/1947938117308338293","27500","171","","","",""
"recOquno0crYjf4JG","Macdonalds story ","ghotai","Thread mention X","https://x.com/aiwithghotai/status/1924834666617700855?s=46&t=mH4qI38aTNVo7q8VeHDEEg","https://x.com/aiwithghotai/status/1924834771299140075","1000","","","","",""
"recOsF3Ew2iborK6c","Hiring a developer for $10K+? That’s so 2022.","Nayeem Sheikh","Dedicated thread X","https://x.com/HeyNayeem/status/1950996703357837523","","48100","","","","",""
"recOsbuthZaI2H7rq","🚀 Make $1,500/Day as a Freelancer Using AI.","Pradeep Pandey","Single post X","https://x.com/Div_pradeep/status/1894312854322647221","https://x.com/Div_pradeep/status/1894312854322647221","15400","","","","",""
"recOsvZyI5PbID1SA","Aakash Verma + Hey Noah AI+ Amplification X","Aakash Verma","Amplification X","https://x.com/vermaaakash3/status/2029970269771891108","","12800","","","","",""
"recOsyvf0SlOXyyX2","🚨 BREAKING: I found a tool that replaces Excel.","Markandey Sharma","Dedicated thread X","https://x.com/TechByMarkandey/status/1957330408800207165","https://x.com/TechByMarkandey/status/1957330474357199354","55600","2299","","","",""
"recOt4MraFSyieCMv","Arsalan Khan + FlashLabs + Amplification X","Arsalan Khan","Amplification X","https://x.com/AIwithArsalan/status/2016905977216602324","","1965","","","","",""
"recOuFRkRtgkTKooR","Rajesh Kumar + FlashLabs + Amplification X","Rajesh Kumar","Amplification X","https://x.com/therjrajesh/status/2016878472640209166","","149","","","","",""
"recOvEkQLBuY4IJu5","litquidity + Hey Noah AI + Amplification X","pika capital","Amplification X","https://x.com/litcapital/status/2034336719537922118?s=46","","112100","","","","",""
"recOxXy7RtDhfVQ6r","🚨OFFICIAL REAL MADRID XI","Madrid Zone","Thread mention X","https://x.com/theMadridZone/status/1907125005885862018","https://x.com/theMadridZone/status/1907153375692534167","","","","","",""
"recOxhhCHeT5uzdD3","I saw a trend going viral on TikTok.","Future Coded","Dedicated thread X","https://x.com/future_coded/status/1952772952803733709","https://x.com/future_coded/status/1952773024425595009","32600","240","","","",""
"recOxylUzZJA6RV3O","Samruddhi Mokal + Gamma+ Giveaway post X","Samruddhi Mokal","Giveaway post X","https://x.com/i/status/2016861790769205745","","15816","","","","",""
"recOyd5VHZHkEHsS2","Chase Dimond + Templafy + Linkedin Post","Chase Dimond","Linkedin Post","https://www.linkedin.com/posts/chasedimond_templafypartner-activity-7434236238947049472-hgy8","","12320","","","","",""
"recOykFkTZt9vopix","🚨 BREAKING: The world’s first vibe-coding community is here.","Jafar Najafov","Dedicated thread X","https://x.com/JafarNajafov/status/1947709172734431318","https://x.com/JafarNajafov/status/1947709282646167976","","","","","",""
"recOzJiP1Z7SWgZub","alif + Base44+ Amplification X","Atul Kumar","Amplification X","https://x.com/Alifkhanzxx/status/2037211556547895637","","14000","","","","",""
"recOzcdOOF5L32CCy","AI Club + Humwork+ Amplification X","AI Club","Amplification X","https://x.com/ClubAiworld/status/2044448188128809463","","7000","","","","",""
"recOzgvPoHCCysHyk","10 Action Movies To Watch This Weekend","ghotai","Thread mention X","https://x.com/aiwithghotai/status/1880993583249203230","https://x.com/aiwithghotai/status/1880993603545117012","13000","","","","",""
"recOzr0Te0Don5qUQ","Amira Zairi + Base44+ Amplification X","Amira Zairi","Amplification X","https://x.com/azed_ai/status/2031791587970383889?s=20","","3529","","","","",""
"recP0jF7mVS7IhDCF","Zephyr + ""Fabi AI Single post X","Zephyr","Single post X","https://x.com/Zephyr_hg/status/2016889412072714586","","2192","","","","",""
"recP2PMk27namm2MY","Techbuzz secondary ","Techbuzz","Newsletter ad","exits","","","","","","",""
"recP3iA8jCpBZq6cZ","I'm surprised by how many people use pointless apps on their smartphones.  Here are 12 SECRET apps you need but didn't know about:","Rishabh","Thread mention X","https://x.com/Rixhabh__/status/1859560339093979510","https://x.com/Rixhabh__/status/1859560414213964187","","","","","",""
"recP3z2fGy7IsQTH8","Md Santo + Gamma + Dedicated thread X","Md Santo","Dedicated thread X","https://x.com/codeMdSanto/status/2011829676852097089","","10500","","","","",""
"recP5ty0ADgpCAAyj","RIP Photoshop..  It's only been a month since Canva Create launched, and it's insane.  Here are 10 Wild examples.","Adarsh Chetan","Thread mention X","https://x.com/adarshchetan/status/1916439711809409310?s=46","https://x.com/adarshchetan/status/1916439773230887071?s=46","","","","","",""
"recP6MKEP1XzjpRRx","Goodbye Chatgpt?   It's only been 6 days since deepseek R1 dropped.A New Ray to Come Closer to AGI","Hasan Ubermenscchh","Thread mention X","https://x.com/Ubermenscchh/status/1883752316920381474","https://x.com/Ubermenscchh/status/1883752494486180149","2200","","","","",""
"recP8AgRwTfKCwyLg","gamma ai","Javaid Shah","Thread mention X","https://x.com/JvShah124/status/1934105255488409997","https://x.com/JvShah124/status/1934105271661629500","","","","","",""
"recP8iYLnBOvjSmy0","14x less data.","Farhan","Amplification X","https://x.com/mhdfaran/status/1975600311948746963","https://x.com/mhdfaran/status/1975600311948746963","1251","1251","","","",""
"recPA7dxaLae0bL4c","Ai With Piyas + FlashLabs + Amplification X","Ai With Piyas","Amplification X","https://x.com/i/status/2016904377014112633","","1101","","","","",""
"recPAD1ZLmNTyDETJ","Polanco | IA + FlashLabs + Amplification X","Polanco | IA","Amplification X","https://x.com/polanco_ia/status/2016905347227664524","","5682","","","","",""
"recPAqxajRLAJwykC","Not in movies, in real life!","Nayeem Sheikh","Thread mention X","https://x.com/HeyNayeem/status/1895504425760018785","https://x.com/HeyNayeem/status/1895504541984117037","411","","","","",""
"recPAwilBFGv4LGs7","Roman + Base44+ Amplification X","Roman","Amplification X","https://x.com/CodeByRoman/status/2037210640973258974","","9310","","","","",""
"recPB4R6k3OE4Wb5I","AshutoshShrivastava + Gamma+ Single post X","AshutoshShrivastava","Single post X","https://x.com/ai_for_success/status/1991734531850924369","","3139","","","","",""
"recPB9h2eXjIMW8sH","Some of the most fascinating abandoned places in the world~ A Thread 🧵","Vertigo_Warrior","Thread mention X","https://x.com/VertigoWarrior/status/1918489436503064849","https://x.com/VertigoWarrior/status/1918510550947864941","1000","","","","",""
"recPBFueaqL94C2M7","Markandey Sharma + Hey Noah AI+ Amplification LI , Amplification X","Markandey Sharma","Amplification LI ; Amplification X","https://x.com/techbymarkandey/status/2034304834451669032","","19600","","","","",""
